Date,Year,Month,WaterYear,DischargeVolume626_Q_level,DischargeVolume626_Q_flags,DischargeVolume626,DischargeVolume626_Min,DischargeVolume626_Max,DischargeVolume693_Q_level,DischargeVolume693_Q_flags,DischargeVolume693,DischargeVolume693_Min,DischargeVolume693_Max,DischargeVolume703_Q_level,DischargeVolume703_Q_flags,DischargeVolume703,DischargeVolume703_Min,DischargeVolume703_Max,DischargeVolume708_Q_level,DischargeVolume708_Q_flags,DischargeVolume708,DischargeVolume708_Min,DischargeVolume708_Max,DischargeVolume819_Q_level,DischargeVolume819_Q_flags,DischargeVolume819,DischargeVolume819_Min,DischargeVolume819_Max,DischargeVolume844_Q_level,DischargeVolume844_Q_flags,DischargeVolume844,DischargeVolume844_Min,DischargeVolume844_Max,DischargeVolume1015_Q_level,DischargeVolume1015_Q_flags,DischargeVolume1015,DischargeVolume1015_Min,DischargeVolume1015_Max
8/17/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,549.2038395,467.5606971,629.4505476,2,AV,1495.08,0,28410.81,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,3692.25,0,49405.11,2,AV,4459.53,0,12437.37,2,AV,372.21,0,13620.24,2,AV,1453.881073,1147.770825,1763.87027,2,AV,2485.2,0.9,6728.52
8/18/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,520.9232952,443.2763013,596.5590468,2,AV,1219.32,0,27511.5,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,3034.2,0,46246.47,2,AV,3111.42,0,11216.85,2,AV,258.75,0,14958.54,2,AV,1290.924328,1002.363231,1583.991069,2,AV,2142.33,0,6316.8
8/19/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,513.1726113,436.6208247,587.5446672,2,AV,969.48,0,26723.04,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,2851.59,0,45395.1,2,AV,2440.08,0,11706.75,2,AV,228.12,0,15163.86,2,AV,1171.710809,895.9880802,1452.397712,2,AV:EV:3/24 EV,1863.99,0,6012.18
8/20/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,447.6131589,380.3251998,511.2961707,2,AV,736.2,0,25969.26,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,2782.77,0,45119.7,2,AV,1920.45,0,11429.43,2,AV,192.51,0,14860.32,2,AV,1021.402693,761.8670223,1286.480657,2,AV,1594.11,0,5772.66
8/21/2015,2015,Aug,2014-2015,2,AV:EV:1/24 EV,394.6438368,334.8406842,449.6905404,2,AV:EV:1/24 EV,542.25,0,25337.79,2,AV:EV:1/24 EV,2674.56,0,44641.95,2,AV,1404.36,0,9963.84,2,AV,147.24,0,13803.39,2,AV,846.0081084,605.3610804,1092.872031,2,AV,1431.57,0,5746.32
8/22/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,420.2400015,356.8200084,479.4599895,2,AV,388.26,0,24837.48,2,AV,2617.05,0,44391.54,2,AV,1041.66,0,9242.19,2,AV,138.12,0,13374.15,2,AV,777.9162063,544.6021644,1017.709042,2,AV,1294.32,0,5731.92
8/23/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,456.3090555,387.7923336,521.4098847,2,AV,317.25,0,24605.88,2,AV,4198.83,0,51124.29,2,AV:BR:EV:1/24 BR:1/24 EV,1107.39,0,9206.67,2,AV,446.82,0,12756.93,2,AV,995.7891798,739.011885,1258.207283,2,AV,1298.97,0,5732.49
8/24/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,374.5676724,317.6013603,426.3410796,2,AV,188.88,0,24238.47,2,AV,3593.04,0,48936.51,2,AV,948.18,0,9294.18,2,AV,257.16,0,14949.27,2,AV,954.6810696,702.330807,1212.830272,2,AV,1114.05,0,5712.9
8/25/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,374.1895932,317.2767072,425.9013564,2,AV,198.81,0,24808.11,2,AV,2797.02,0,45175.59,2,AV,698.91,0,9419.49,2,AV,188.4,0,14810.88,2,AV,822.2918904,584.1989232,1066.692994,2,AV,934.92,0,5693.94
8/26/2015,2015,Aug,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,374.9835633,317.9584734,426.8247789,2,AV,234.57,0,25377.39,2,AV,2710.32,0,44799.6,2,AV,597.81,0,9465.45,2,AV,193.11,0,14913,2,AV,812.3837874,575.3578254,1055.755962,2,AV,823.23,0,5682.51
8/27/2015,2015,Aug,2014-2015,2,AV,341.069574,288.8367084,387.3813642,2,AV,325.92,0,26753.01,2,AV,2529.36,0,44016.48,2,AV,515.7,0,9505.74,2,AV,114.45,0,12990.96,2,AV,712.5648657,486.2886519,945.5712072,2,AV,663.69,0,5665.71
8/28/2015,2015,Aug,2014-2015,2,AV,583.6471251,497.1369828,669.5095854,2,AV,222.72,0,25012.5,2,AV,18495.15,1478.7,62348.76,2,AV,900.75,0,9893.4,2,AV,317.91,0,12957.27,2,AV,862.5567402,620.1275688,1111.139203,2,AV,603.66,0,5659.38
8/29/2015,2015,Aug,2014-2015,2,AV,41609.78134,40010.36421,43210.59054,2,AV,1958.67,0,27582.12,2,AV,168773.88,135609.93,218147.79,2,AV,46539.78,40206.18,56641.05,2,AV,38069.82,31974.72,50540.94,2,AV,30665.78133,28995.15149,32336.99936,2,AV:EV:1/24 EV,2856.33,433.5,8081.46
8/30/2015,2015,Aug,2014-2015,2,AV,77783.53563,74490.98348,81076.04339,2,AV,183675.87,150582.27,217906.86,2,AV,419925.93,372657.33,467684.1,2,AV,76001.25,65369.4,86644.92,2,AV,70028.97,56470.92,83550.3,2,AV,93968.34454,89909.90059,98023.82692,2,AV:EV:1/24 EV,11930.52,4906.86,18992.01
8/31/2015,2015,Aug,2014-2015,2,AV,52022.57718,49090.5545,54952.94227,2,AV,327055.92,297158.94,357102.81,2,AV,251786.7,203528.94,300203.64,2,AV:BR:EV:1/24 BR:2/24 EV,90943.59,77084.04,104825.73,2,AV,52693.59,39457.23,66008.97,2,AV:EV:1/24 EV,70201.33508,66807.10691,73591.73686,2,AV,28200.18,20910.54,35589.03
9/1/2015,2015,Sep,2014-2015,2,AV,70965.44236,67589.35599,74343.28832,2,AV,203245.59,175099.77,231224.25,2,AV,366363.45,323226.75,409285.05,2,AV,124331.22,112156.71,136571.13,2,AV,97516.26,83743.68,111088.68,2,AV:EV:1/24 EV,126090.8518,121213.0462,130965.5149,2,AV,49913.73,42965.7,56905.11
9/2/2015,2015,Sep,2014-2015,2,AV,67892.1729,63850.05717,71934.10841,2,AV:BR:EV:2/24 BR:3/24 EV,383274.66,354610.08,411942.48,2,AV,479883.09,434010.69,525998.82,2,AV,146355.48,133872.36,158803.11,2,AV,85338.48,72901.86,97694.94,2,AV,118644.0626,113420.1032,123867.5245,2,AV,68509.56,61128.75,75814.47
9/3/2015,2015,Sep,2014-2015,2,AV,15432.09257,14173.46015,16696.04661,2,AV:BR:EV:1/24 BR:2/24 EV,138701.76,109347.18,168185.07,2,AV,111183.93,66692.34,155727.93,2,AV,99937.77,85330.26,114534.63,2,AV,15873.27,4578.18,28600.95,2,AV,22764.89832,21311.51523,24214.65889,2,AV,42609.21,36538.08,48742.47
9/4/2015,2015,Sep,2014-2015,2,AV,6253.897688,5640.264767,6864.476887,2,AV,50205.72,22682.85,81525.81,2,AV,40965.54,3042.72,87202.68,2,AV,70278.57,60143.31,80518.05,2,AV,3989.01,0,15633.69,2,AV:BR:EV:1/24 BR:1/24 EV,9081.695808,8097.218066,10057.53355,2,AV,22251.33,13975.95,30672.39
9/5/2015,2015,Sep,2014-2015,2,AV,2905.336681,2578.257691,3236.162143,2,AV,23496.33,2369.34,58840.92,2,AV,25099.71,0,76443.99,2,AV,44099.91,33972.15,54238.17,2,AV,2677.56,0,17026.59,2,AV,5508.247739,4809.51742,6198.338064,2,AV,13819.59,6156.69,21558.18
9/6/2015,2015,Sep,2014-2015,2,AV,1597.065875,1369.969409,1818.36,2,AV,13077.72,0,42854.31,2,AV,16898.7,0,69437.28,2,AV,28003.53,18503.52,37383.81,2,AV,1958.22,0,15960.81,2,AV,3500.107127,2962.211259,4029.417535,2,AV,9210.51,2700.03,15717.9
9/7/2015,2015,Sep,2014-2015,2,AV,1111.838028,934.0241484,1288.3515,2,AV,8722.32,0,36948.24,2,AV,13214.28,0,66288.21,2,AV,23449.5,15464.67,31422.12,2,AV,1638.03,0,13710,2,AV,2877.719736,2405.01736,3345.131207,2,AV,6672.57,839.7,12579
9/8/2015,2015,Sep,2014-2015,2,AV,2155.881158,1886.925882,2423.22,2,AV,12887.31,236.55,43271.82,2,AV,80976,40859.88,123649.8,2,AV,20497.2,11351.79,29593.35,2,AV,17934.48,5250.48,31044.51,2,AV,41695.15419,39563.30604,43822.11178,2,AV,6637.71,720.39,12565.11
9/9/2015,2015,Sep,2014-2015,2,AV,14097.44952,12869.07023,15331.88925,2,AV,127158.3,93127.56,164112.72,2,AV,235042.59,185703.18,284711.43,2,AV,21109.14,12795.06,29398.02,2,AV,9179.7,443.52,20674.83,2,AV,27875.45454,26374.62545,29371.81091,2,AV,6739.41,771.81,12698.97
9/10/2015,2015,Sep,2014-2015,2,AV,10367.54012,9530.704389,11206.60974,2,AV,116473.8,91580.22,141387.66,2,AV,72650.7,30645.9,115171.05,2,AV,19400.91,10098.24,28647.93,2,AV,3975.42,0,15497.94,2,AV,12772.06306,11559.0494,13979.10548,2,AV,6056.19,605.67,11749.32
9/11/2015,2015,Sep,2014-2015,2,AV,4395.595879,3922.363056,4870.47115,2,AV,43679.01,16071.54,77097.6,2,AV,31329.9,115.35,81444.96,2,AV,15366.39,6791.55,23905.77,2,AV,2771.76,0,17026.26,2,AV,7268.582904,6429.089033,8099.436775,2,AV,5190.78,455.55,10528.68
9/12/2015,2015,Sep,2014-2015,2,AV,2642.488672,2337.083389,2949.9225,2,AV,20753.04,1068.99,55628.31,2,AV:EV:22/24 AV:3/24 EV,21534.84,0,73397.82,2,AV,11617.11,2999.64,20314.29,2,AV,2732.79,0,16622.76,2,AV,5974.63064,5238.606446,6702.014845,2,AV:BR:EV:1/24 BR:1/24 EV,4546.26,343.98,9617.22
9/13/2015,2015,Sep,2014-2015,2,AV,1846.907213,1601.09603,2088.7875,2,AV,12135.84,0,41279.73,2,AV,15974.82,0,68647.92,2,AV,9727.2,493.38,21243.84,2,AV,2602.86,0,16994.01,2,AV,4933.437098,4280.670966,5577.563223,2,AV,3862.2,225.12,8652.09
9/14/2015,2015,Sep,2014-2015,2,AV,1132.760113,953.1825864,1311.042,2,AV,8100.75,0,36321,2,AV:BR:EV:22/24 AV:1/24 BR:6/24 EV,10615.59,0,64065.06,2,AV,8779.2,659.01,17907.3,2,AV:EV:1/24 EV,1841.13,0,15327.15,2,AV,3149.513057,2642.780493,3648.328327,2,AV,3269.82,122.04,7813.26
9/15/2015,2015,Sep,2014-2015,2,AV:EV:1/24 EV,940.466628,803.4330501,1084.555242,2,AV,5350.23,0,33546.45,2,AV:BR:EV:1/24 BR:2/24 EV,8266.35,0,61143.3,2,AV,7376.55,179.58,14945.4,2,AV:EV:1/24 EV,1112.07,0,12930.21,2,AV,2483.600044,2063.270492,2903.020459,2,AV,2668.38,21.36,6971.58
9/16/2015,2015,Sep,2014-2015,2,AV,864.2219136,738.0653532,995.8302798,2,AV,3691.02,0,31813.08,2,AV,6669.48,0,58165.74,2,AV:EV:1/24 EV,5583.48,0,13742.58,2,AV,830.34,0,13073.22,2,AV:EV:2/24 EV,2224.289185,1835.211888,2614.282281,2,AV,2391.84,0,6613.74
9/17/2015,2015,Sep,2014-2015,2,AV,882.7101348,753.9411099,1017.332892,2,AV,3048.12,0,31065.48,2,AV,9286.32,0,62405.37,2,AV:BR:EV:16/24 AV:2/24 BR:12/24 EV,4731.78,0,13040.13,2,AV:EV:1/24 EV,938.61,0,13237.11,2,AV,2287.532441,1891.644309,2684.093114,2,AV,2257.56,0,6454.14
9/18/2015,2015,Sep,2014-2015,2,AV,848.0462604,723.6841614,976.8789477,2,AV,2698.8,0,30661.56,2,AV,15312.03,1864.29,68241.9,2,AV,3634.44,0,11036.76,2,AV,788.13,0,12626.37,2,AV,2210.375672,1822.796746,2598.923906,2,AV,1964.67,0,6113.4
9/19/2015,2015,Sep,2014-2015,2,AV:SVC:23/24 AV:2/24 SVC,154943.7317,149924.5446,159963.5179,2,AV,251272.65,229061.55,280079.49,2,AV,703832.4,657558.57,750820.05,2,AV:BR:EV:1/24 BR:1/24 EV,108496.53,98367.03,119389.32,2,AV:EV:1/24 EV,146862.09,136108.5,160099.83,2,AV:BR:EV:1/24 BR:2/24 EV,199109.0103,192181.6211,206034.5629,2,AV,30775.23,25130.13,37021.47
9/20/2015,2015,Sep,2014-2015,2,AV,23332.83457,21568.17803,25102.4465,2,AV,197172.84,167736.78,226629.69,2,AV,152993.4,107377.2,198793.92,2,AV,71388,60589.89,82286.31,2,AV,24391.38,10944.06,38060.58,2,AV,32441.38362,30749.25922,34128.91169,2,AV,48503.22,42393.6,54668.97
9/21/2015,2015,Sep,2014-2015,2,AV,8259.885254,7537.493225,8980.552883,2,AV,61229.7,34379.85,89573.79,2,AV,50113.68,8461.17,93615.75,2,AV,48998.37,39509.19,58549.05,2,AV,5107.26,0,16417.05,2,AV,10771.86742,9649.935443,11886.01065,2,AV,24776.97,16857.45,32825.67
9/22/2015,2015,Sep,2014-2015,2,AV,26004.65393,24116.74394,27894.83896,2,AV,86282.1,59302.05,114355.05,2,AV,153521.19,105562.17,201997.35,2,AV,59763.69,49987.77,69624.96,2,AV:BR:EV:1/24 BR:1/24 EV,22451.55,9755.94,35862.99,2,AV,34856.95439,33043.61179,36664.42022,2,AV:BR:EV:1/24 BR:1/24 EV,18778.35,9951.57,27776.37
9/23/2015,2015,Sep,2014-2015,2,AV:EV:2/24 EV,24679.31649,22825.03492,26537.39198,2,AV:BR:EV:1/24 BR:1/24 EV,199933.95,167867.64,232209.75,2,AV,242907.27,193178.37,293009.58,2,AV,70095.15,59004.24,81260.01,2,AV,43218.66,30095.61,56415.78,2,AV,66052.32565,62821.04723,69279.28195,2,AV,18541.68,9828.72,27419.04
9/24/2015,2015,Sep,2014-2015,2,AV,78625.6641,75513.30649,81739.47851,2,AV,329713.92,293992.83,365573.79,2,AV,447548.79,400647.48,494811.6,2,AV,114391.2,102715.62,126128.37,2,AV:BR:EV:2/24 BR:2/24 EV,101640.33,88103.79,115008.33,2,AV,139518.9984,134338.7755,144696.4671,2,AV,35600.04,29072.97,42193.68
9/25/2015,2015,Sep,2014-2015,2,AV:EV:1/24 EV,37241.95532,34969.78359,39518.33686,2,AV,164426.76,135243.48,193750.74,2,AV,139191.24,93459.21,185125.44,2,AV,92274.45,78665.1,105907.95,2,AV,51996.24,39565.44,64556.91,2,AV,58610.41785,55806.23476,61412.69224,2,AV,35470.17,29142.18,41850.45
9/26/2015,2015,Sep,2014-2015,2,AV,18412.91273,17019.71609,19810.51496,2,AV,81692.97,57974.58,105391.11,2,AV,80860.56,38382.69,123249.06,2,AV,69901.23,59973.84,79932.18,2,AV,17919.06,6562.14,30714.75,2,AV,22731.07535,21251.97419,24205.9408,2,AV,30036.9,22966.95,37194.78
9/27/2015,2015,Sep,2014-2015,2,AV,6524.66997,5889.470208,7154.97579,2,AV,43278.99,14611.8,77812.56,2,AV,37194.96,842.88,85260.66,2,AV,45173.7,35023.98,55348.95,2,AV,4443.18,0,15741.93,2,AV,11148.64451,9998.885159,12289.76388,2,AV,18635.43,10128.36,27292.32
9/28/2015,2015,Sep,2014-2015,2,AV,3484.171893,3101.358027,3872.659286,2,AV,22661.01,1778.37,58163.07,2,AV,27154.74,0,78199.62,2,AV,29156.52,19382.22,38799.06,2,AV,3226.65,0,15745.59,2,AV,8861.25,7894.4,9819.460003,2,AV,12546,5214.45,19925.34
9/29/2015,2015,Sep,2014-2015,2,AV:Stage recession not smooth at low flows (stage <40 cm),2143.748381,1875.701908,2410.0875,2,AV,14093.4,0,44619.24,2,AV,20040.42,0,72121.53,2,AV,24858.21,16520.1,33164.55,2,AV,2567.19,0,16986.45,2,AV,6020.945806,5281.218066,6752.033549,2,AV,8811.48,2389.74,15226.92
9/30/2015,2015,Sep,2014-2015,2,AV:Stage recession not smooth at low flows (stage <40 cm),1593.060884,1366.264417,1814.025,2,AV,9800.04,0,38037,2,AV,14205.99,0,67135.98,2,AV,20731.71,11915.61,29509.29,2,AV,2034.27,0,16292.43,2,AV,4306.92581,3704.258059,4900.953548,2,AV,6526.08,779.25,12383.4
10/1/2015,2015,Oct,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),1129.844293,949.1837814,1308.70011,2,AV,7215.78,0,35427.63,2,AV,10684.89,0,64127.73,2,AV,16121.76,7326.09,24874.44,2,AV,1702.2,0,14577.6,2,AV,3182.879472,2670.554725,3686.6624,2,AV,5156.79,449.82,10480.08
10/2/2015,2015,Oct,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),1026.250688,869.5514856,1187.900384,2,AV,5171.19,0,33365.22,2,AV,8803.8,0,62127.27,2,AV,11176.47,2384.4,20855.88,2,AV,1297.41,0,12646.74,2,AV,2710.407275,2254.352726,3161.869088,2,AV,4115.67,269.16,9008.13
10/3/2015,2015,Oct,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),907.5879504,775.3035798,1046.266841,2,AV,3631.98,0,31744.2,2,AV,7818.24,0,60305.61,2,AV,9111.87,351.27,19960.98,2,AV,816.36,0,12940.02,2,AV,2356.777895,1953.258856,2760.659918,2,AV,3330.09,132.57,7899.54
10/4/2015,2015,Oct,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),871.1786322,744.0390555,1003.921256,2,AV,2689.56,0,30648.72,2,AV,6642,0,58113.75,2,AV,8136.42,526.92,16010.25,2,AV,688.23,0,11545.53,2,AV,2107.394587,1730.905936,2485.248644,2,AV,2772.18,36.51,7114.35
10/5/2015,2015,Oct,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),830.7238374,709.3006887,956.8705578,2,AV,1964.94,0,29747.1,2,AV,5443.98,0,55881.06,2,AV,6215.91,0.18,14064.12,2,AV,577.26,0,11276.82,2,AV,1890.259459,1537.154594,2245.564861,2,AV,2326.83,0,6536.46
10/6/2015,2015,Oct,2015-2016,2,AV:Stage recession not smooth at low flows (stage <40 cm),829.8542385,708.5539683,955.8591777,2,AV,1702.08,0,29083.26,2,AV,4569.66,0,53607.3,2,AV,4670.22,0,12888.39,2,AV,503.97,0,12121.41,2,AV,1747.013524,1409.335143,2087.443394,2,AV,1958.73,0,6103.5
10/7/2015,2015,Oct,2015-2016,2,AV,804.8251854,687.0616581,926.7492918,2,AV,1542.06,0,28564.08,2,AV,4074.78,0,51261.69,2,AV,3527.49,0,10997.19,2,AV,482.7,0,12348.87,2,AV,1730.991894,1395.038924,2069.757967,2,AV,1680.96,0,5861.13
10/8/2015,2015,Oct,2015-2016,2,AV,752.0449239,641.7394521,865.3635495,2,AV,1521.9,0,28497.78,2,AV:BR:EV:2/24 BR:2/24 EV,6276.39,0,56564.64,2,AV,2913.21,0,11424.69,2,AV,683.82,0,11506.89,2,AV,2465.580584,2047.955898,2882.5556,2,AV,1291.95,0,5731.68
10/9/2015,2015,Oct,2015-2016,2,AV,823.9497618,699.2613846,949.3471491,2,AV,3604.77,0,31377.66,2,AV,61911.03,37654.14,113187.99,2,AV,4096.5,91.74,12323.46,2,AV,2268.15,0,13931.64,2,AV,11990.5426,11130.5903,12846.90682,2,AV,1156.14,0,5717.13
10/10/2015,2015,Oct,2015-2016,2,AV,7673.560003,6969.821888,8377.014902,2,AV,82010.07,57665.4,108325.71,2,AV,141970.32,96921.03,186992.88,2,AV,14054.97,5440.83,23448.27,2,AV,29227.83,21985.23,40849.41,2,AV,61269.81038,58302.57219,64235.39802,2,AV,1812.45,18.09,6220.83
10/11/2015,2015,Oct,2015-2016,2,AV,20358.24031,18809.11048,21913.91847,2,AV,159027.75,127744.95,190516.35,2,AV,139997.28,95978.04,184066.08,2,AV,24105,15041.46,33130.2,2,AV,44431.56,31135.95,57807.45,2,AV,66138.09509,63107.92806,69164.64973,2,AV,5152.86,582.18,10432.29
10/12/2015,2015,Oct,2015-2016,2,AV,30235.06578,28057.69292,32415.92186,2,AV,160203.9,131124.45,189465.15,2,AV:BR:EV:1/24 BR:2/24 EV,179704.77,134521.47,225043.35,2,AV,34847.79,25563.21,44098.59,2,AV:BR:EV:1/24 BR:1/24 EV,35292.36,22502.79,48258.93,2,AV,50572.53406,48077.27226,53065.16842,2,AV,12338.25,5059.71,19663.26
10/13/2015,2015,Oct,2015-2016,2,AV,17454.8328,16005.63806,18912.11168,2,AV,90467.85,67073.88,113849.61,2,AV,140256.6,95394.36,185321.01,2,AV,27561,18195.45,36818.25,2,AV,21064.53,7798.92,34681.44,2,AV,38914.3702,36854.50937,40970.22087,2,AV,13864.71,6191.16,21616.44
10/14/2015,2015,Oct,2015-2016,2,AV,8780.820508,8032.566442,9528.405763,2,AV,60741.36,34023.51,88867.2,2,AV,46194.99,6220.14,91616.76,2,AV:EV:22/24 AV:3/24 EV,23983.74,16010.97,31944.78,2,AV,5026.68,0,16348.11,2,AV,10689.74903,9572.961574,11798.53774,2,AV,11619.18,4529.16,18737.7
10/15/2015,2015,Oct,2015-2016,2,AV,4825.11445,4304.903137,5345.238939,2,AV,30255,6106.71,65934.96,2,AV,26948.34,0,78023.43,2,AV:EV:17/24 AV:8/24 EV,20969.79,12143.82,29757.15,2,AV,3019.86,0,16424.31,2,AV,6721.058711,5925.347096,7508.130322,2,AV,8846.94,2417.49,15269.55
10/16/2015,2015,Oct,2015-2016,2,AV,3495.938589,3111.800068,3885.110236,2,AV,16265.82,0,48743.37,2,AV,18513.99,0,70815.81,2,AV:EV:2/24 AV:23/24 EV,17887.32,8694.63,27024.87,2,AV,2461.5,0,16942.62,2,AV,4650.878712,4020.707092,5272.410333,2,AV,6908.67,911.73,12902.61
10/17/2015,2015,Oct,2015-2016,2,AV,17569.31765,16040.97879,19103.84561,2,AV,25033.74,4631.34,58280.97,2,AV,93682.71,57001.77,139599.33,2,EV:data corrected by MK. Looks like sensor moved up and down ~3 mm,24164.04,15182.13,33083.37,2,AV,20024.4,7289.07,34166.79,2,AV,31668.99823,29999.19051,33332.66053,2,AV,8915.1,2472.09,15353.16
10/18/2015,2015,Oct,2015-2016,2,AV,16392.82123,15162.20744,17629.15223,2,AV,52990.86,20304.21,87297.3,2,AV,57492.33,15808.98,100499.52,2,EV:data corrected by MK. Looks like sensor moved up and down ~3 mm,25188.6,17094.66,33266.97,2,AV,38472.33,28344.63,50485.98,2,AV,63830.88537,61003.78836,66654.18815,2,AV,11734.68,4667.61,18829.2
10/19/2015,2015,Oct,2015-2016,2,AV,59244.60563,56252.44917,62237.74877,2,AV,134242.47,108032.88,160686.87,2,AV:BR:EV:1/24 BR:1/24 EV,232039.77,184173.42,280185.18,2,EV:data corrected by MK. Looks like sensor moved up and down ~3 mm,77578.41,65945.19,89225.34,2,AV,97962.24,84157.26,111495.42,2,AV,139506.0674,134632.0202,144377.656,2,AV,46593.69,40973.1,52286.76
10/20/2015,2015,Oct,2015-2016,2,AV,10647.17606,9799.14308,11498.09513,2,AV,82912.44,57612.48,108397.08,2,AV,56251.38,14706.72,99168.21,2,AV:EV:5/24 AV:20/24 EV,30016.92,20046.6,39848.34,2,AV,8759.1,626.25,20298.9,2,AV,13741.28496,12464.41081,15012.57944,2,AV,30126.84,23043.84,37298.85
10/21/2015,2015,Oct,2015-2016,2,AV,29344.92502,27277.8288,31412.58217,2,AV,68620.86,40828.53,97753.95,2,AV,145009.26,97881.69,195153.96,2,AV:BR:EV:1/24 BR:2/24 EV,47071.41,37290.48,56869.83,2,AV,46704.63,33075.75,61217.49,2,AV,62429.1637,59454.17511,65398.19977,2,AV,27084.15,18972.03,35320.5
10/22/2015,2015,Oct,2015-2016,2,AV,80311.08767,76335.56248,84285.0586,2,AV,163302.33,128850.51,197957.4,2,AV,249011.01,198436.95,299977.05,2,AV,102977.16,89105.22,116849.19,2,AV,90051.99,77748.03,102283.11,2,AV,125193.7725,119902.3056,130482.9836,2,AV,76237.5,69823.95,82443.09
10/23/2015,2015,Oct,2015-2016,2,AV,45947.91389,42971.13193,48923.70104,2,AV:BR:EV:2/24 BR:2/24 EV,191056.44,153901.59,228740.34,2,AV:BR:EV:1/24 BR:1/24 EV,211306.95,161580.18,261326.7,2,AV:BR:EV:1/24 BR:1/24 EV,85645.53,72191.55,99139.47,2,AV:BR:EV:1/24 BR:1/24 EV,53810.43,40236.96,67388.7,2,AV:BR:EV:2/24 BR:2/24 EV,65063.94284,61904.88865,68218.13434,2,AV:BR:EV:1/24 BR:1/24 EV,64088.16,57030.51,71149.68
10/24/2015,2015,Oct,2015-2016,2,AV,12656.89661,11643.68861,13674.97917,2,AV,100139.25,76446.12,123789.81,2,AV,66075.06,24575.04,108594.81,2,AV,59575.11,51625.83,67649.52,2,AV,9201.6,1016.67,20846.85,2,AV,14302.14711,13052.55362,15546.18675,2,AV,35078.22,28643.04,41575.74
10/25/2015,2015,Oct,2015-2016,2,AV,6997.361685,6337.648148,7652.79254,2,AV,40632.93,12587.31,75686.58,2,AV,33712.11,363.57,83242.38,2,AV,42280.02,31410.78,53142.75,2,AV:BR:EV:2/24 BR:2/24 EV,3643.8,0,14927.94,2,AV,8510.475482,7571.674836,9440.636129,2,AV,19701.51,11195.01,28361.34
10/26/2015,2015,Oct,2015-2016,2,AV,6056.867793,5443.845439,6663.701696,2,AV:BR:EV:1/24 BR:1/24 EV,24441.21,2475.69,60473.04,2,AV:BR:EV:1/24 BR:1/24 EV,35428.05,950.49,83687.46,2,AV:BR:EV:1/24 BR:1/24 EV,31065.93,20917.2,41084.85,2,AV:BR:EV:1/24 BR:1/24 EV,3438.84,0,15450.09,2,AV:BR:EV:1/24 BR:1/24 EV,8048.40097,7146.549676,8941.612258,2,AV:BR:EV:1/24 BR:1/24 EV,13118.07,5637.93,20659.08
10/27/2015,2015,Oct,2015-2016,2,AV,3967.065739,3534.228677,4405.4925,2,AV,18637.29,31.65,53204.16,2,AV:BR:EV:1/24 BR:2/24 EV,23683.02,0,75233.52,2,AV:BR:EV:1/24 BR:1/24 EV,26213.94,17300.46,35059.65,2,AV:BR:EV:1/24 BR:1/24 EV,2680.77,0,17034.15,2,AV,5375.4058,4687.298066,6054.873547,2,AV:BR:EV:1/24 BR:1/24 EV,9159.48,2661.36,15653.64
10/28/2015,2015,Oct,2015-2016,2,AV,21111.41596,19555.55848,22669.90185,2,AV,28092.24,7713.93,60987.69,2,AV,119746.26,83635.65,166824.18,2,AV,38054.37,28953.12,47142.54,2,AV,19840.14,11767.08,32746.74,2,AV,31900.3891,29964.16878,33831.67501,2,AV,8715.72,2309.52,15114.12
10/29/2015,2015,Oct,2015-2016,2,AV,70027.8235,66466.70538,73587.44658,2,AV:BR:EV:1/24 BR:1/24 EV,248491.05,214470.66,282675.39,2,AV:BR:EV:1/24 BR:1/24 EV,410363.22,362794.17,457974.09,2,AV:BR:EV:1/24 BR:1/24 EV,94484.97,82565.64,106449.39,2,AV:BR:EV:1/24 BR:1/24 EV,95609.46,83296.83,107893.5,2,AV:BR:EV:1/24 BR:1/24 EV,113224.9601,108099.0659,118349.385,2,AV:BR:EV:1/24 BR:2/24 EV,21744.42,14080.08,29511.21
