Date,Year,Month,WaterYear,Discharge626_Q_level,Discharge626_Q_flags,Discharge626,Discharge626_Min,Discharge626_Max,Discharge1015_Q_level,Discharge1015_Q_flags,Discharge1015,Discharge1015_Min,Discharge1015_Max,Discharge693_Q_level,Discharge693_Q_flags,Discharge693,Discharge693_Min,Discharge693_Max,Discharge703_Q_level,Discharge703_Q_flags,Discharge703,Discharge703_Min,Discharge703_Max,Discharge708_Q_level,Discharge708_Q_flags,Discharge708,Discharge708_Min,Discharge708_Max,Discharge819_Q_level,Discharge819_Q_flags,Discharge819,Discharge819_Min,Discharge819_Max,Discharge844_Q_level,Discharge844_Q_flags,Discharge844,Discharge844_Min,Discharge844_Max
3/16/2015,2015,Mar,2014-2015,2,AV,0.08813258,0.08014231,0.096087759,2,AV,0.227284375,0.129356944,0.326941667,2,AV,0.625348264,0.307755556,0.976475694,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,0.558521181,0.085616319,1.077074653,2,AV,0.716062847,0.622728125,0.810887847,2,AV,0.043581944,0,0.180590278,2,AV,0.100233703,0.089229391,0.111138015
3/17/2015,2015,Mar,2014-2015,2,AV:stage recession not smooth likely due to freeze/thaw processes,0.045531403,0.040550013,0.05056364,2,AV,0.143790972,0.059309028,0.228804514,2,AV,0.303704167,0.043010069,0.717397917,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,0.368035069,0,0.950607986,2,AV,0.502040625,0.380170833,0.62398125,2,AV,0.030484375,0,0.196925347,2,AV,0.062148858,0.054189964,0.070007751
3/18/2015,2015,Mar,2014-2015,2,AV,0.029436412,0.025987617,0.032900087,2,AV,0.099675694,0.025850694,0.173433333,2,AV,0.179533681,0,0.547577778,2,AV,0.330457986,8.68E-06,0.918637847,2,AV,0.344274306,0.229463889,0.45744375,2,AV,0.024328819,0,0.192115625,2,AV,0.045240267,0.038633453,0.05174708
3/19/2015,2015,Mar,2014-2015,2,AV,0.067361813,0.060761696,0.073929089,2,AV,0.096786458,0.023585764,0.169921528,2,AV,0.492938542,0.237634722,0.844547569,2,AV,1.488120833,0.947844444,2.035326736,2,AV,0.350907292,0.235605556,0.464755208,2,AV,0.04489375,0,0.185002083,2,AV,0.159579403,0.145957791,0.173147402
3/20/2015,2015,Mar,2014-2015,2,AV,0.362176154,0.336879295,0.387452715,2,AV,0.125145486,0.045162847,0.205401736,2,AV,1.661906944,1.303207639,2.023155903,2,AV,2.536901736,2.004868056,3.07033125,2,AV,0.654511458,0.530799306,0.778129514,2,AV,0.417707292,0.297073264,0.563557986,2,AV,0.769923329,0.734111769,0.805685627
3/21/2015,2015,Mar,2014-2015,2,AV,0.148889334,0.136891268,0.160943831,2,AV,0.133769792,0.051890972,0.215955208,2,AV,1.228781597,0.953155208,1.504212847,2,AV,0.806189931,0.321774653,1.295019444,2,AV,0.368447569,0.249559028,0.485902431,2,AV,0.084000694,0.005510069,0.216569097,2,AV,0.150799554,0.137017259,0.164510752
3/22/2015,2015,Mar,2014-2015,2,AV,0.069105491,0.062059828,0.076077507,2,AV,0.1031,0.028532639,0.177579861,2,AV,0.478520139,0.153515972,0.881129167,2,AV,0.401798611,0.003425,0.972489236,2,AV,0.311570139,0.204841667,0.417235069,2,AV,0.036523611,0,0.189834375,2,AV,0.07907407,0.069761768,0.088286372
3/23/2015,2015,Mar,2014-2015,2,AV,0.136550056,0.125332768,0.14780413,2,AV,0.097888542,0.024450694,0.171238542,2,AV,0.547622917,0.242038194,0.9061625,2,AV,1.266582986,0.791449653,1.742323264,2,AV,0.421398958,0.305164931,0.536944097,2,AV,0.099527083,0.009755903,0.235161806,2,AV,0.127911798,0.114586123,0.141161865
3/24/2015,2015,Mar,2014-2015,2,AV,0.10598052,0.097104182,0.114857933,2,AV,0.100112153,0.026179861,0.173942361,2,AV,0.606525,0.281615625,0.957954167,2,AV,0.683705208,0.209308333,1.175938889,2,AV,0.330121875,0.219165625,0.439802431,2,AV,0.057199306,1.67E-05,0.188017014,2,AV,0.091262052,0.080975149,0.101448955
3/25/2015,2015,Mar,2014-2015,2,AV,0.095257815,0.08691381,0.103581167,2,AV,0.090981944,0.019016667,0.162854167,2,AV,0.487743403,0.156588542,0.8924,2,AV,0.964445486,0.497199306,1.437847222,2,AV,0.324299306,0.214064236,0.433182986,2,AV,0.073132986,0.002390625,0.205746528,2,AV,0.148017102,0.134514647,0.161428215
3/26/2015,2015,Mar,2014-2015,2,AV,1.537821617,1.489241402,1.586407805,2,AV,0.322148264,0.241231597,0.403495486,2,AV,4.627623264,4.297598958,4.958139236,2,AV,8.517251042,7.961560069,9.077725347,2,AV,1.320372917,1.185272569,1.455860417,2,AV,1.461961458,1.311253472,1.608614931,2,AV,2.489101065,2.402608509,2.575605044
3/27/2015,2015,Mar,2014-2015,2,AV,1.895560502,1.837169832,1.953950232,2,AV,1.308444444,1.225329514,1.395317708,2,AV,9.013487847,8.642121875,9.389997222,2,AV,10.9878309,10.39924722,11.57526806,2,AV,3.260406944,3.128622222,3.394499653,2,AV,1.951798958,1.800801736,2.099107986,2,AV,2.690009087,2.593507818,2.786515013
3/28/2015,2015,Mar,2014-2015,2,AV,0.491684917,0.460337323,0.523052101,2,AV,0.847574306,0.769412847,0.926474306,2,AV,2.799914583,2.420170833,3.181322917,2,AV,3.649960069,3.081514931,4.219161458,2,AV,1.869085069,1.732187153,2.006286111,2,AV,0.658856944,0.501772222,0.815457986,2,AV,1.293578229,1.245495383,1.341625621
3/29/2015,2015,Mar,2014-2015,2,AV,0.767125866,0.729502826,0.804749548,2,AV,0.634533333,0.561961111,0.707949653,2,AV,5.1662875,4.818597917,5.513469444,2,AV,4.899742361,4.336341319,5.462069097,2,AV,1.839221181,1.707145139,1.971578819,2,AV,0.697786111,0.548235417,0.847344097,2,AV,1.059221423,1.010797444,1.107618784
3/30/2015,2015,Mar,2014-2015,2,AV,0.5400692,0.50650183,0.573653751,2,AV,0.491295139,0.427089931,0.555829514,2,AV,3.398013194,3.05035,3.7458375,2,AV,4.771568403,4.225776736,5.317151736,2,AV,1.698441319,1.543467014,1.853243056,2,AV,1.064016319,0.920303125,1.207340278,2,AV,1.99623033,1.923254034,2.069187314
3/31/2015,2015,Mar,2014-2015,2,AV,0.339187506,0.315806321,0.362589699,2,AV,0.388846875,0.313034722,0.465392708,2,AV,2.001676389,1.667854514,2.337086458,2,AV,2.013970833,1.453152778,2.578007639,2,AV,1.266457639,1.08860625,1.443821181,2,AV,0.433163542,0.264736806,0.601978125,2,AV,0.520741064,0.494896168,0.546519198
4/1/2015,2015,Apr,2014-2015,2,AV,0.316646911,0.290528617,0.342746767,2,AV,0.312667014,0.225788542,0.400803819,2,AV,1.328785069,1.025897917,1.631078472,2,AV,1.983429861,1.385953472,2.584615972,2,AV,1.107879167,0.942713194,1.273105208,2,AV,0.495696181,0.328137153,0.663747222,2,AV,0.694713429,0.660423259,0.728951119
4/2/2015,2015,Apr,2014-2015,2,AV,0.173283294,0.160109197,0.186526679,2,AV,0.251651042,0.153848264,0.351253472,2,AV,1.013443056,0.734896875,1.291774653,2,AV,1.516007986,1.028939583,2.002829514,2,AV,0.923011458,0.781933333,1.06490625,2,AV,0.222232986,0.089559375,0.366662153,2,AV,0.359995599,0.338938077,0.381025556
4/3/2015,2015,Apr,2014-2015,2,AV:SVC:273/288 AV:15/288 SVC,1.542019263,1.48754434,1.596483636,2,AV,0.505689583,0.436540625,0.575849306,2,AV,5.92006875,5.586604167,6.252115278,2,AV,7.541843056,6.987289583,8.106086806,2,AV,2.816698611,2.680743403,2.954539236,2,AV,1.210612153,1.052499653,1.36588125,2,AV,2.217956874,2.138459622,2.297432875
4/4/2015,2015,Apr,2014-2015,2,AV,0.189085273,0.173567096,0.204684936,2,AV,0.347931944,0.265707986,0.431197917,2,AV,1.586346875,1.257404861,1.916462153,2,AV,1.594301389,1.074801042,2.115717014,2,AV,1.248399653,1.076072569,1.420369097,2,AV,0.106278125,0.01105625,0.240845139,2,AV,0.188067997,0.172983127,0.203098067
4/5/2015,2015,Apr,2014-2015,2,AV,0.094467844,0.086163057,0.102750377,2,AV,0.203242014,0.105890625,0.302209375,2,AV,0.624881597,0.305661458,0.975423958,2,AV,0.697968403,0.210880556,1.183243403,2,AV,0.863591319,0.733642708,0.994576736,2,AV,0.039846875,0,0.180181944,2,AV,0.094037903,0.083529032,0.104446774
4/6/2015,2015,Apr,2014-2015,2,AV:stage recession not smooth likely due to freeze/thaw processes,0.047137605,0.041998898,0.052311134,2,AV,0.132198611,0.050687153,0.214019792,2,AV,0.312552431,0.048128819,0.726334722,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,0.410435764,0.009694792,0.971113194,2,AV,0.60398125,0.502804514,0.706176042,2,AV,0.029219097,0,0.196381597,2,AV,0.060482516,0.05265687,0.068208162
4/7/2015,2015,Apr,2014-2015,2,AV:stage recession not smooth likely due to freeze/thaw processes,0.028637485,0.025248535,0.03203533,2,AV,0.093050694,0.020626736,0.165353819,2,AV,0.172625347,0,0.534444792,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,0.293376389,0,0.887216667,2,AV,0.388344792,0.266271528,0.509165972,2,AV,0.022254861,0,0.183184375,2,AV,0.039533239,0.03339697,0.045572538
4/8/2015,2015,Apr,2014-2015,2,AV:stage recession not smooth likely due to freeze/thaw processes,0.021223545,0.018389946,0.024010503,2,AV,0.069971875,0.007015625,0.135804861,2,AV,0.111911458,0,0.438708681,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,0.223485069,0,0.827509375,2,AV,0.307535417,0.202960069,0.411172222,2,AV,0.017023264,0,0.151603819,2,AV,0.030057419,0.02499641,0.035089228
4/9/2015,2015,Apr,2014-2015,2,AV:stage recession not smooth likely due to freeze/thaw processes,0.016138673,0.013686423,0.01850651,2,AV,0.054553472,0.004315625,0.114049306,2,AV,0.076901042,0,0.403377778,2,AV,0.181907639,0,0.79198125,2,AV,0.261328819,0.168040625,0.354455208,2,AV,0.010496181,0,0.155713542,2,AV,0.026711524,0.022104129,0.031325798
4/10/2015,2015,Apr,2014-2015,2,AV,0.096700363,0.087887646,0.1054886,2,AV,0.046216667,0.002866667,0.102261111,2,AV,0.163840278,0.034627778,0.506299306,2,AV,1.483443056,1.165368056,2.075264236,2,AV,0.456586111,0.342921181,0.570197917,2,AV,0.043219792,0.003073958,0.183282292,2,AV,0.12162523,0.112581689,0.130636192
4/11/2015,2015,Apr,2014-2015,2,AV,0.286717689,0.261695918,0.311780336,2,AV,0.060937153,0.005421528,0.123070833,2,AV,1.350197569,1.047553125,1.652499653,2,AV,1.655886458,1.117752431,2.195013194,2,AV,0.516461806,0.400936806,0.632129514,2,AV,0.193994792,0.050535417,0.341627778,2,AV,0.416104321,0.394835762,0.437315407
4/12/2015,2015,Apr,2014-2015,2,AV,0.161548248,0.149146566,0.174039176,2,AV,0.071566319,0.00726875,0.138058681,2,AV,1.154659028,0.879334028,1.429797222,2,AV,1.285703125,0.802054861,1.770302778,2,AV,0.396045139,0.271706944,0.519117708,2,AV,0.151221875,0.022742014,0.287907639,2,AV,0.345071431,0.327264862,0.362830402
4/13/2015,2015,Apr,2014-2015,2,AV,0.260900648,0.242842878,0.278998633,2,AV,0.08059375,0.011701389,0.149905208,2,AV,1.652864931,1.309105556,1.997843056,2,AV,2.348974306,1.794942014,2.905332292,2,AV,0.538456597,0.420792361,0.655816667,2,AV,0.330823611,0.191736458,0.476873958,2,AV,0.647604194,0.615514913,0.679645405
4/14/2015,2015,Apr,2014-2015,2,AV,0.248396543,0.226755313,0.270119154,2,AV,0.106213194,0.031005556,0.181386111,2,AV,1.989683681,1.594122222,2.387971528,2,AV,1.648252431,1.110531944,2.186599653,2,AV,0.522008333,0.401710417,0.642611806,2,AV,0.252351736,0.089215278,0.415824653,2,AV,0.445661112,0.424115971,0.467154532
4/15/2015,2015,Apr,2014-2015,2,AV,0.409589851,0.38286009,0.436340071,2,AV,0.107146875,0.031715972,0.182493056,2,AV,2.154354861,1.833121875,2.47511875,2,AV,3.079702431,2.569336806,3.591352083,2,AV,0.734660069,0.593320486,0.875735764,2,AV,0.178905903,0.050699653,0.324849653,2,AV,0.463942275,0.438049792,0.489790321
4/16/2015,2015,Apr,2014-2015,2,AV,2.001823003,1.939997167,2.063663062,2,AV,0.551095139,0.472880556,0.629251736,2,AV,7.173270833,6.863477083,7.47801875,2,AV,9.76268125,9.225830556,10.30372326,2,AV,2.140575,2.014573958,2.267727431,2,AV,2.007984375,1.85333125,2.158170833,2,AV,3.052881676,2.952184146,3.153573276
4/17/2015,2015,Apr,2014-2015,2,AV,0.418813096,0.390868484,0.44677136,2,AV,0.664577778,0.592159375,0.736813542,2,AV,3.6793125,3.315097569,4.04418125,2,AV,3.368487153,2.814602431,3.924977778,2,AV,1.479805208,1.316584375,1.642441667,2,AV,0.433454861,0.282085764,0.586236111,2,AV,0.658712678,0.625523134,0.69185204
4/18/2015,2015,Apr,2014-2015,2,AV,0.116845767,0.107385492,0.126327715,2,AV,0.305477083,0.216805208,0.395502431,2,AV,1.021770486,0.732916667,1.312125347,2,AV,0.835963194,0.347553125,1.323028472,2,AV,0.959484722,0.807420139,1.112127778,2,AV,0.066559722,0.001005903,0.19805625,2,AV,0.12901456,0.11594055,0.142005606
4/19/2015,2015,Apr,2014-2015,2,AV,0.05421219,0.048367544,0.060065986,2,AV,0.178767708,0.085264236,0.273540625,2,AV,0.411309028,0.108851389,0.820585069,2,AV:diurnal pattern in stage. High stage at night. Snowmelt?,0.418404861,0.011415972,0.975525694,2,AV,0.670878125,0.578655903,0.764493056,2,AV,0.033584028,0,0.194172917,2,AV,0.071411391,0.062711828,0.080010954
4/20/2015,2015,Apr,2014-2015,2,AV,0.032841756,0.029134426,0.036589038,2,AV,0.117853125,0.039911806,0.195847917,2,AV,0.202720833,0.001365278,0.589560417,2,AV,0.319225,0,0.909309375,2,AV,0.445492708,0.319764931,0.57060625,2,AV,0.026295139,0,0.192435417,2,AV,0.048406732,0.041546714,0.055166749
4/21/2015,2015,Apr,2014-2015,2,AV,0.157741749,0.144947677,0.170603187,2,AV,0.140529861,0.056863889,0.224658681,2,AV,0.286763889,0.044813542,0.682426736,2,AV,1.438898958,0.916197569,1.981555903,2,AV,0.615489583,0.518284375,0.713686458,2,AV,0.498590625,0.345976042,0.653023958,2,AV,0.840959964,0.799464859,0.882409112
4/22/2015,2015,Apr,2014-2015,2,AV,0.110671946,0.1015627,0.119791773,2,AV,0.141891319,0.057905556,0.226371181,2,AV,0.585709028,0.217759722,0.984443056,2,AV,0.68065,0.203269792,1.172265278,2,AV,0.358346528,0.241793056,0.473509722,2,AV,0.087724306,0.006878819,0.220648611,2,AV,0.169492256,0.155172476,0.183742422
4/23/2015,2015,Apr,2014-2015,2,AV,0.113729214,0.104468189,0.123007015,2,AV,0.11386875,0.036981597,0.190741319,2,AV,0.786161111,0.474001389,1.120910417,2,AV,1.454288889,0.916873264,2.008218403,2,AV,0.419625,0.301457639,0.537078125,2,AV,0.099228819,0.009134722,0.232611806,2,AV,0.296705396,0.279956373,0.313409415
4/24/2015,2015,Apr,2014-2015,2,AV,0.108402713,0.099406124,0.117405285,2,AV,0.096605903,0.023429514,0.169693403,2,AV,0.972947222,0.697365972,1.24826875,2,AV,0.876387153,0.383453125,1.367991319,2,AV,0.328276736,0.217231597,0.437793403,2,AV,0.108164931,0.009129167,0.241909028,2,AV,0.201634453,0.186317912,0.216900721
4/25/2015,2015,Apr,2014-2015,2,AV,0.054386539,0.048560812,0.060228861,2,AV,0.077740625,0.00971875,0.14634375,2,AV,0.557262847,0.219219444,0.939432292,2,AV,0.473888889,0.035228472,1.012888889,2,AV,0.291834028,0.193504514,0.389733681,2,AV,0.038052083,0,0.183273958,2,AV,0.08754291,0.077553405,0.097432415
4/26/2015,2015,Apr,2014-2015,2,AV,0.034522799,0.030689789,0.038408383,2,AV,0.062269097,0.005657292,0.124939236,2,AV,0.331870139,0.059241667,0.745949653,2,AV,0.327886111,0.000691667,0.915803819,2,AV,0.25529375,0.163915972,0.346579861,2,AV,0.029427431,0,0.196020833,2,AV,0.061704223,0.053780884,0.069527561
4/27/2015,2015,Apr,2014-2015,2,AV,0.160014042,0.145960397,0.174144335,2,AV,0.058938542,0.005088542,0.120263542,2,AV,0.87513125,0.592841319,1.211373958,2,AV,1.863413194,1.333180556,2.396988889,2,AV,0.364066319,0.251970486,0.475246181,2,AV,0.172736806,0.052384375,0.32213125,2,AV,0.44426764,0.420102283,0.468365745
4/28/2015,2015,Apr,2014-2015,2,AV,0.185178976,0.170162291,0.200286849,2,AV,0.084552431,0.016284722,0.154272917,2,AV,1.870434375,1.578276736,2.163483333,2,AV,1.670413542,1.132305556,2.210815278,2,AV,0.3936625,0.276002431,0.510387847,2,AV,0.397161111,0.250702083,0.545665972,2,AV,0.630252545,0.598788364,0.661679147
4/29/2015,2015,Apr,2014-2015,2,AV,0.445717297,0.418198157,0.473271471,2,AV,0.138086806,0.054920139,0.221734722,2,AV,2.154696528,1.832414583,2.477629167,2,AV,3.163656944,2.597389236,3.734561806,2,AV,0.564473611,0.445495486,0.683030556,2,AV,0.438159028,0.280231597,0.596439583,2,AV,0.531349938,0.505278037,0.557354929
4/30/2015,2015,Apr,2014-2015,2,AV,1.091960606,1.044113845,1.139796716,2,AV,0.277544097,0.185465278,0.371117361,2,AV,3.645698958,3.341474653,3.95,2,AV,5.73078125,5.185992708,6.273039583,2,AV,1.287391319,1.1413375,1.433515972,2,AV,0.961258681,0.815868056,1.106374653,2,AV,1.006866425,0.958921743,1.054779819
5/1/2015,2015,May,2014-2015,2,AV,0.613363371,0.580981786,0.645757427,2,AV,0.429173611,0.357965972,0.500892708,2,AV,4.385431944,4.0361,4.736539931,2,AV,4.437810069,3.883103472,4.991544444,2,AV,1.428212847,1.26803125,1.588219097,2,AV,0.743975347,0.592383333,0.895282292,2,AV,1.119305104,1.069598299,1.168983202
5/2/2015,2015,May,2014-2015,2,AV,0.135326207,0.12482414,0.145883433,2,AV,0.262310764,0.167038542,0.359245139,2,AV,1.116850347,0.843162847,1.390057292,2,AV,0.946227083,0.466907639,1.424992361,2,AV,0.967935764,0.814230208,1.122171528,2,AV,0.086822917,0.004970139,0.219428819,2,AV,0.13629685,0.12293155,0.149584522
5/3/2015,2015,May,2014-2015,2,AV,0.065234378,0.058502924,0.071923863,2,AV,0.160526042,0.071685069,0.250253125,2,AV,0.475064236,0.148785069,0.880373264,2,AV,0.454297222,0.02396875,0.994439236,2,AV,0.690597569,0.598399653,0.784242014,2,AV,0.035955556,0,0.187238542,2,AV,0.073472502,0.064608124,0.08223688
5/4/2015,2015,May,2014-2015,2,AV,0.042117765,0.037610947,0.046720784,2,AV,0.109755556,0.033734722,0.185754167,2,AV,0.252777778,0.012522917,0.667526042,2,AV,0.424089931,0.050148958,0.989037847,2,AV,0.483726042,0.356555903,0.610771528,2,AV,0.030787847,0,0.197048958,2,AV,0.062153013,0.054193787,0.070012239
5/5/2015,2015,May,2014-2015,2,AV,0.043389043,0.038721056,0.048154415,2,AV,0.083333681,0.013441319,0.153367014,2,AV,0.316003472,0.050085069,0.729887153,2,AV,0.742014583,0.268754514,1.233863542,2,AV,0.362511111,0.244756944,0.478853472,2,AV,0.031979861,0,0.197548611,2,AV,0.079597659,0.070243489,0.088851829
5/6/2015,2015,May,2014-2015,2,AV,0.031527803,0.02792235,0.035163802,2,AV,0.06521875,0.006166319,0.129111458,2,AV,0.337973958,0.063058681,0.751678472,2,AV,0.343279167,0,0.929577083,2,AV,0.299538194,0.197901042,0.400513194,2,AV,0.022912153,0,0.185435417,2,AV,0.045207023,0.038602867,0.051711178
5/7/2015,2015,May,2014-2015,2,AV,0.019252129,0.016566202,0.021876649,2,AV,0.051561806,0.003794097,0.109811806,2,AV,0.201612153,0.000867708,0.588209375,2,AV,0.2365125,0,0.838636111,2,AV,0.257033681,0.163460069,0.350432986,2,AV,0.014783333,0,0.149088889,2,AV,0.030660777,0.025497697,0.035783108
5/8/2015,2015,May,2014-2015,2,AV,0.014223575,0.011930377,0.016428733,2,AV,0.041350694,0.002030208,0.095401736,2,AV,0.124128472,0,0.453479514,2,AV,0.176672569,0,0.787510069,2,AV,0.214751389,0.107165278,0.321669444,2,AV,0.009548611,0,0.150709028,2,AV,0.026312594,0.021748161,0.03088544
5/9/2015,2015,May,2014-2015,2,AV,0.012566667,0.010529167,0.014591667,2,AV,0.033386111,0.000652083,0.084171181,2,AV,0.083701736,0,0.410237153,2,AV,0.135314583,0,0.752184028,2,AV,0.162567361,0.066070139,0.258919444,2,AV,0.008242708,0,0.137141319,2,AV,0.02362378,0.019348911,0.027917403
5/10/2015,2015,May,2014-2015,2,AV,0.011997917,0.010148958,0.013897222,2,AV,0.028646528,0,0.077738889,2,AV,0.057379514,0,0.383674306,2,AV,0.118480556,0,0.737736111,2,AV,0.119009028,0.01229375,0.243117014,2,AV,0.008344444,0,0.138120833,2,AV,0.023030875,0.018819857,0.027262927
5/11/2015,2015,May,2014-2015,2,AV,0.011401996,0.009740966,0.013154898,2,AV,0.024938194,0,0.07328125,2,AV,0.040485764,0,0.365609375,2,AV,0.109916319,0,0.729810417,2,AV,0.105245833,0.004273958,0.229677778,2,AV,0.007933333,0,0.133196528,2,AV,0.022046359,0.017941366,0.026176173
5/12/2015,2015,May,2014-2015,2,AV,0.010456355,0.008932087,0.012053587,2,AV,0.022879514,0,0.070817361,2,AV,0.029292014,0,0.352598264,2,AV,0.094727083,0,0.705894444,2,AV,0.094505556,0.006451736,0.185359028,2,AV,0.006626042,0,0.130895833,2,AV,0.020122466,0.016224662,0.024052492
5/13/2015,2015,May,2014-2015,2,AV,0.010247184,0.008752473,0.011810312,2,AV,0.020741319,0,0.068828472,2,AV,0.022081597,0,0.343415972,2,AV,0.082581944,0,0.683277431,2,AV,0.072675,7.29E-06,0.163160764,2,AV,0.005684722,0,0.142110417,2,AV,0.018571884,0.014841066,0.022340888
5/14/2015,2015,May,2014-2015,2,AV,0.009590354,0.008188456,0.01104639,2,AV,0.018673611,0,0.067030208,2,AV,0.01963125,0,0.336385069,2,AV,0.076316667,0,0.671547569,2,AV:EV:285/288 AV:3/288 EV,0.052695486,0,0.147136806,2,AV,0.004964931,0,0.149883333,2,AV,0.017440972,0.013831945,0.021092535
5/15/2015,2015,May,2014-2015,2,AV,0.00917989,0.007835992,0.010569002,2,AV,0.01713125,0,0.066570139,2,AV,0.017785417,0,0.330392708,2,AV,0.068180556,0,0.656464931,2,AV,0.040456944,0,0.127131597,2,AV,0.004416667,0,0.156475,2,AV,0.016247842,0.012767305,0.019775502
5/16/2015,2015,May,2014-2015,2,AV,0.009136568,0.007798792,0.010518617,2,AV,0.016173611,0,0.066467361,2,AV,0.0160875,0,0.324866319,2,AV,0.060544444,0,0.642116667,2,AV,0.032062847,0,0.134083333,2,AV,0.003993056,0,0.160922917,2,AV,0.015349944,0.011966103,0.018784361
5/17/2015,2015,May,2014-2015,2,AV,0.008944901,0.007634208,0.0102957,2,AV,0.013797569,0,0.066220139,2,AV,0.014601042,0,0.320011806,2,AV,0.055514583,0,0.631889236,2,AV,0.027091667,0,0.135368403,2,AV,0.003782292,0,0.163547917,2,AV,0.01466676,0.011356494,0.018030231
5/18/2015,2015,May,2014-2015,2,AV,0.008788242,0.007499686,0.010113499,2,AV,0.0131625,0,0.066151389,2,AV,0.013317708,0,0.315845139,2,AV,0.052265278,0,0.617661806,2,AV,0.022994792,0,0.134207292,2,AV,0.003355208,0,0.168822917,2,AV,0.013998217,0.010759947,0.017292263
5/19/2015,2015,May,2014-2015,2,AV,0.008589574,0.007329091,0.009882439,2,AV,0.012146875,0,0.066038542,2,AV,0.011828819,0,0.311187847,2,AV,0.048872222,0,0.601524653,2,AV,0.018836111,0,0.123802083,2,AV,0.002619444,0,0.177545833,2,AV,0.013103979,0.009962012,0.016305161
5/20/2015,2015,May,2014-2015,2,AV,0.008596138,0.007334727,0.009890073,2,AV,0.010404167,0,0.065860417,2,AV,0.010645833,0,0.307491319,2,AV,0.045710417,0,0.586247917,2,AV,0.015446181,0,0.112599653,2,AV:EV:283/288 AV:5/288 EV,0.0025,0,0.1788,2,AV,0.012434215,0.009364377,0.015565845
5/21/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.008420662,0.007184047,0.009685987,2,AV:EV:286/288 AV:2/288 EV,0.009817361,0,0.065801389,2,AV,0.009425,0,0.303524653,2,AV,0.042564583,0,0.570976389,2,AV,0.012264583,0,0.10703125,2,AV,0.002229167,0,0.173022222,2,AV,0.011893768,0.008882132,0.014969276
5/22/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.00809903,0.006907862,0.009311915,2,AV:EV:287/288 AV:1/288 EV,0.008636111,0,0.065673611,2,AV,0.008270833,0,0.299769444,2,AV,0.039803472,0,0.557767014,2,AV,0.010467014,0,0.107840278,2,AV,0.0022,0,0.1724,2,AV,0.011555837,0.008580593,0.014596251
5/23/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.007878919,0.006718855,0.009055917,2,AV,0.007615625,0,0.065568403,2,AV,0.007317708,0,0.296643056,2,AV,0.037492361,0,0.546776389,2,AV,0.010544444,0,0.107764583,2,AV,0.00238125,0,0.176266667,2,AV,0.011526558,0.008554467,0.014563931
5/24/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.007776522,0.006630927,0.008936825,2,AV,0.006559028,0,0.065455903,2,AV,0.006705208,0,0.294650694,2,AV,0.036582639,0,0.542364931,2,AV,0.010580208,0,0.107739931,2,AV,0.003856597,0,0.163098958,2,AV,0.01183277,0.008827703,0.014901943
5/25/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.007631678,0.006506549,0.008768365,2,AV,0.006253472,0,0.065425347,2,AV,0.005889583,0,0.292013889,2,AV,0.035652083,0,0.53785,2,AV,0.010092014,0,0.108010417,2,AV,0.004073611,0,0.160077083,2,AV,0.011860829,0.00885274,0.014932916
5/26/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.007377873,0.006288608,0.008473178,2,AV,0.00521875,0,0.065313194,2,AV,0.005003125,0,0.289120486,2,AV,0.034115972,0,0.530451042,2,AV,0.008374306,0,0.108909028,2,AV,0.003486458,0,0.167229167,2,AV,0.01145092,0.008486974,0.014480438
5/27/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.007117066,0.006064655,0.008169849,2,AV,0.004411111,0,0.066075,2,AV,0.00414375,0,0.286324306,2,AV,0.032673611,0,0.5241,2,AV,0.006455903,0,0.109769097,2,AV,0.002796528,0,0.175635417,2,AV,0.010921452,0.008014527,0.013895988
5/28/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.006875076,0.005856859,0.007888404,2,AV,0.003573958,0,0.066926042,2,AV,0.003132292,0,0.283048264,2,AV,0.031297222,0,0.518187153,2,AV,0.005690972,0,0.110165972,2,AV,0.002177083,0,0.171180556,2,AV,0.010559122,0.007691216,0.01349603
5/29/2015,2015,May,2014-2015,2,AV:Diurnal pattern likely explained by evapotranspiration of vegetation in riparian zone,0.006526313,0.005557377,0.007482777,2,AV,0.00235,0,0.06818125,2,AV,0.002062847,0,0.280601389,2,AV,0.0298625,0,0.5119375,2,AV,0.004704514,0,0.110657986,2,AV,0.001527083,0,0.156011111,2,AV,0.009740522,0.006960773,0.012592422
